Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1994","1994","tonnes","1608191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1995","1995","tonnes","1962970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1996","1996","tonnes","2090971","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1997","1997","tonnes","1922115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1998","1998","tonnes","2220673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","1999","1999","tonnes","2009248","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2000","2000","tonnes","1764034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2001","2001","tonnes","1801697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2002","2002","tonnes","1377326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2003","2003","tonnes","1652609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2004","2004","tonnes","1599881","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2005","2005","tonnes","1617562","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2006","2006","tonnes","1802889","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2007","2007","tonnes","1473824","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2008","2008","tonnes","1289150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2009","2009","tonnes","1128152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2010","2010","tonnes","1126047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2011","2011","tonnes","1112990","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2012","2012","tonnes","1057696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2762","Demersal Fish","2013","2013","tonnes","1123624","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1961","1961","tonnes","9517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1962","1962","tonnes","11460","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1963","1963","tonnes","4650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1964","1964","tonnes","29300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1965","1965","tonnes","28300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1966","1966","tonnes","41300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1967","1967","tonnes","46900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1968","1968","tonnes","34633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1969","1969","tonnes","24375","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1970","1970","tonnes","43100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1971","1971","tonnes","32000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1972","1972","tonnes","37400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1973","1973","tonnes","38900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1974","1974","tonnes","43325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1975","1975","tonnes","21595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1976","1976","tonnes","5018","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1977","1977","tonnes","6634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1978","1978","tonnes","6834","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1979","1979","tonnes","14706","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1980","1980","tonnes","55685","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1981","1981","tonnes","54908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1982","1982","tonnes","55865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1983","1983","tonnes","56601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1984","1984","tonnes","57135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1985","1985","tonnes","59000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1986","1986","tonnes","46000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1987","1987","tonnes","49006","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1988","1988","tonnes","51015","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1989","1989","tonnes","53342","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1990","1990","tonnes","46017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1991","1991","tonnes","47070","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1992","1992","tonnes","55000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1993","1993","tonnes","53801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1994","1994","tonnes","42115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1995","1995","tonnes","31013","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1996","1996","tonnes","41440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1997","1997","tonnes","34240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1998","1998","tonnes","32613","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","1999","1999","tonnes","24749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2000","2000","tonnes","44190","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2001","2001","tonnes","36500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2002","2002","tonnes","22142","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2003","2003","tonnes","18000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2004","2004","tonnes","102095","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2005","2005","tonnes","92013","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2006","2006","tonnes","102000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2007","2007","tonnes","86790","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2008","2008","tonnes","67110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2009","2009","tonnes","122640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2010","2010","tonnes","299726","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2011","2011","tonnes","604870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2012","2012","tonnes","574640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2761","Freshwater Fish","2013","2013","tonnes","537080","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1961","1961","tonnes","138532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1962","1962","tonnes","134480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1963","1963","tonnes","165300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1964","1964","tonnes","278950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1965","1965","tonnes","257363","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1966","1966","tonnes","212670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1967","1967","tonnes","262485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1968","1968","tonnes","307331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1969","1969","tonnes","439700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1970","1970","tonnes","476584","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1971","1971","tonnes","445721","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1972","1972","tonnes","494909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1973","1973","tonnes","714630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1974","1974","tonnes","737539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1975","1975","tonnes","736811","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1976","1976","tonnes","390634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1977","1977","tonnes","510528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1978","1978","tonnes","593903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1979","1979","tonnes","400795","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1980","1980","tonnes","416786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1981","1981","tonnes","535253","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1982","1982","tonnes","675940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1983","1983","tonnes","822192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1984","1984","tonnes","850348","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1985","1985","tonnes","1067900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1986","1986","tonnes","1156425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1987","1987","tonnes","1196388","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1988","1988","tonnes","1166509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1989","1989","tonnes","1325060","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1990","1990","tonnes","1540961","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1991","1991","tonnes","1814076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1992","1992","tonnes","1747927","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1993","1993","tonnes","2212026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1994","1994","tonnes","2479809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1995","1995","tonnes","2352400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1996","1996","tonnes","2096741","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1997","1997","tonnes","1496729","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1998","1998","tonnes","1375853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","1999","1999","tonnes","1612642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2000","2000","tonnes","1538204","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2001","2001","tonnes","1642641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2002","2002","tonnes","1287069","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2003","2003","tonnes","1511315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2004","2004","tonnes","1284553","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2005","2005","tonnes","1742127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2006","2006","tonnes","1374970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2007","2007","tonnes","1464559","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2008","2008","tonnes","1454063","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2009","2009","tonnes","1540906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2010","2010","tonnes","1471681","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2011","2011","tonnes","1341264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2012","2012","tonnes","1397580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2764","Marine Fish, Other","2013","2013","tonnes","1388542","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1961","1961","tonnes","57000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1962","1962","tonnes","95700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1963","1963","tonnes","114200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1964","1964","tonnes","361700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1965","1965","tonnes","320700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1966","1966","tonnes","332300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1967","1967","tonnes","324800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1968","1968","tonnes","415500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1969","1969","tonnes","269300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1970","1970","tonnes","265700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1971","1971","tonnes","307700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1972","1972","tonnes","435900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1973","1973","tonnes","384400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1974","1974","tonnes","418394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1975","1975","tonnes","367704","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1976","1976","tonnes","24325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1977","1977","tonnes","27902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1978","1978","tonnes","21000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1979","1979","tonnes","3602","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1980","1980","tonnes","10136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"BL","Commodity Balances - Livestock and Fish Primary Equivalent","5000","World","5520","Feed","2767","Molluscs, Other","1981","1981","tonnes","15500","A","Aggregate, may include official, semi-official, estimated or calculated data"
