province,aquaculture_type,year,hectares,ton,tons_per_ha
DI Yogyakarta,marine culture,2006,75,NA,NA
DI Yogyakarta,marine culture,2007,84,NA,NA
DI Yogyakarta,marine culture,2008,134,NA,NA
DI Yogyakarta,marine culture,2009,1138,NA,NA
DI Yogyakarta,marine culture,2010,1138,NA,NA
DI Yogyakarta,marine culture,2011,1535,NA,NA
DI Yogyakarta,marine culture,2012,78,NA,NA
DI Yogyakarta,marine culture,2013,134832,NA,NA
DI Yogyakarta,marine culture,2014,129518,NA,NA
DI Yogyakarta,marine culture,2015,130630,NA,NA
DI Yogyakarta,nets step,2e3,NA,NA,NA
DI Yogyakarta,nets step,2001,NA,NA,NA
DI Yogyakarta,nets step,2002,NA,NA,NA
DI Yogyakarta,nets step,2003,NA,NA,NA
DI Yogyakarta,nets step,2004,NA,NA,NA
DI Yogyakarta,nets step,2005,NA,NA,NA
DI Yogyakarta,nets step,2006,NA,NA,NA
DI Yogyakarta,nets step,2007,NA,NA,NA
DI Yogyakarta,nets step,2008,NA,NA,NA
DI Yogyakarta,nets step,2009,NA,NA,NA
DI Yogyakarta,nets step,2010,NA,NA,NA
DI Yogyakarta,nets step,2011,NA,NA,NA
DI Yogyakarta,nets step,2012,NA,NA,NA
DI Yogyakarta,nets step,2013,NA,NA,NA
DI Yogyakarta,nets step,2014,NA,NA,NA
DI Yogyakarta,nets step,2015,NA,NA,NA
DI Yogyakarta,paddy field,2e3,NA,371,NA
DI Yogyakarta,paddy field,2001,NA,268,NA
DI Yogyakarta,paddy field,2002,NA,281,NA
DI Yogyakarta,paddy field,2003,NA,480,NA
DI Yogyakarta,paddy field,2004,NA,327,NA
DI Yogyakarta,paddy field,2005,34076,389,0.011415659114919591
DI Yogyakarta,paddy field,2006,33850,186,0.005494830132939439
DI Yogyakarta,paddy field,2007,33643,157,0.004666646850756472
DI Yogyakarta,paddy field,2008,37456,134,0.0035775309696710806
DI Yogyakarta,paddy field,2009,40659,134,0.003295703288324848
DI Yogyakarta,paddy field,2010,29077,438,0.015063452213089383
DI Yogyakarta,paddy field,2011,41299,142,0.0034383399113779994
DI Yogyakarta,paddy field,2012,3863,156,0.04038312192596428
DI Yogyakarta,paddy field,2013,4697,147,0.03129657228017884
DI Yogyakarta,paddy field,2014,26877,153,0.0056925996204933585
DI Yogyakarta,paddy field,2015,25654,220,0.008575660715677867
DI Yogyakarta,total,2e3,NA,6939,NA
DI Yogyakarta,total,2001,NA,6532,NA
DI Yogyakarta,total,2002,NA,7847,NA
DI Yogyakarta,total,2003,NA,10502,NA
DI Yogyakarta,total,2004,NA,6220,NA
DI Yogyakarta,total,2005,97471,9131,0.09367914559202224
DI Yogyakarta,total,2006,84192,9672,0.11488027366020524
DI Yogyakarta,total,2007,87023,11949,0.1373085276306264
DI Yogyakarta,total,2008,97249,14741,0.15157996483254327
DI Yogyakarta,total,2009,94049,17682,0.1880083786111495
DI Yogyakarta,total,2010,111146,39582,0.3561261763806165
DI Yogyakarta,total,2011,106002,44542,0.4201996188751156
DI Yogyakarta,total,2012,16282,50260,3.0868443680137574
DI Yogyakarta,total,2013,230197,58025,0.2520667080804702
DI Yogyakarta,total,2014,224046,64964,0.28995831213233
DI Yogyakarta,total,2015,224839,69174,0.307660147928073
DKI Jakarta,brackish pond,2e3,NA,0,NA
DKI Jakarta,brackish pond,2001,NA,0,NA
DKI Jakarta,brackish pond,2002,NA,1601,NA
DKI Jakarta,brackish pond,2003,NA,2467,NA
DKI Jakarta,brackish pond,2004,NA,NA,NA
DKI Jakarta,brackish pond,2005,207,143,0.6908212560386473
DKI Jakarta,brackish pond,2006,150,99,0.66
DKI Jakarta,brackish pond,2007,296,1751,5.91554054054054
DKI Jakarta,brackish pond,2008,335,1966,5.86865671641791
DKI Jakarta,brackish pond,2009,339,760,2.24188790560472
DKI Jakarta,brackish pond,2010,487,1030,2.114989733059548
DKI Jakarta,brackish pond,2011,487,1800,3.696098562628337
DKI Jakarta,brackish pond,2012,487,827,1.6981519507186857
DKI Jakarta,brackish pond,2013,364,1211,3.326923076923077
DKI Jakarta,brackish pond,2014,364,756,2.076923076923077
DKI Jakarta,brackish pond,2015,487,2656,5.453798767967146
DKI Jakarta,cage,2e3,NA,NA,NA
DKI Jakarta,cage,2001,NA,NA,NA
DKI Jakarta,cage,2002,NA,NA,NA
DKI Jakarta,cage,2003,NA,NA,NA
DKI Jakarta,cage,2004,NA,NA,NA
DKI Jakarta,cage,2005,NA,NA,NA
DKI Jakarta,cage,2006,NA,NA,NA
DKI Jakarta,cage,2007,NA,NA,NA
DKI Jakarta,cage,2008,NA,NA,NA
DKI Jakarta,cage,2009,NA,NA,NA
DKI Jakarta,cage,2010,NA,NA,NA
DKI Jakarta,cage,2011,NA,NA,NA
DKI Jakarta,cage,2012,NA,NA,NA
DKI Jakarta,cage,2013,NA,NA,NA
DKI Jakarta,cage,2014,NA,NA,NA
DKI Jakarta,cage,2015,NA,NA,NA
DKI Jakarta,floating cage,2e3,NA,NA,NA
DKI Jakarta,floating cage,2001,NA,NA,NA
DKI Jakarta,floating cage,2002,NA,NA,NA
DKI Jakarta,floating cage,2003,NA,NA,NA
DKI Jakarta,floating cage,2004,NA,NA,NA
DKI Jakarta,floating cage,2005,NA,NA,NA
DKI Jakarta,floating cage,2006,NA,NA,NA
DKI Jakarta,floating cage,2007,NA,NA,NA
DKI Jakarta,floating cage,2008,NA,NA,NA
DKI Jakarta,floating cage,2009,NA,NA,NA
DKI Jakarta,floating cage,2010,NA,NA,NA
DKI Jakarta,floating cage,2011,NA,NA,NA
DKI Jakarta,floating cage,2012,NA,NA,NA
DKI Jakarta,floating cage,2013,NA,NA,NA
DKI Jakarta,floating cage,2014,NA,NA,NA
DKI Jakarta,floating cage,2015,NA,NA,NA
DKI Jakarta,freshwater pond,2e3,NA,3918,NA
DKI Jakarta,freshwater pond,2001,NA,5706,NA
DKI Jakarta,freshwater pond,2002,NA,1601,NA
DKI Jakarta,freshwater pond,2003,NA,2467,NA
DKI Jakarta,freshwater pond,2004,NA,2685,NA
DKI Jakarta,freshwater pond,2005,117,6830,58.376068376068375
DKI Jakarta,freshwater pond,2006,101,3365,33.31683168316832
DKI Jakarta,freshwater pond,2007,99,2683,27.1010101010101
DKI Jakarta,freshwater pond,2008,118,2905,24.61864406779661
DKI Jakarta,freshwater pond,2009,125,915,7.32
DKI Jakarta,freshwater pond,2010,96,14055,146.40625
DKI Jakarta,freshwater pond,2011,93,5617,60.39784946236559
DKI Jakarta,freshwater pond,2012,28,4156,148.42857142857142
DKI Jakarta,freshwater pond,2013,25,3036,121.44
DKI Jakarta,freshwater pond,2014,21,5168,246.0952380952381
DKI Jakarta,freshwater pond,2015,93,4266,45.87096774193548
DKI Jakarta,marine culture,2e3,NA,NA,NA
DKI Jakarta,marine culture,2001,NA,NA,NA
DKI Jakarta,marine culture,2002,NA,NA,NA
DKI Jakarta,marine culture,2003,NA,NA,NA
DKI Jakarta,marine culture,2004,NA,1093,NA
DKI Jakarta,marine culture,2005,1,1909,1909
DKI Jakarta,marine culture,2006,83,1457,17.55421686746988
DKI Jakarta,marine culture,2007,84,1345,16.011904761904763
DKI Jakarta,marine culture,2008,54,1530,28.333333333333332
DKI Jakarta,marine culture,2009,60,1234,20.566666666666666
DKI Jakarta,marine culture,2010,65,35281,542.7846153846153
DKI Jakarta,marine culture,2011,61,26726,438.1311475409836
DKI Jakarta,marine culture,2012,18,3071,170.61111111111111
DKI Jakarta,marine culture,2013,24,2517,104.875
DKI Jakarta,marine culture,2014,21,4066,193.61904761904762
DKI Jakarta,marine culture,2015,101,2464,24.396039603960396
DKI Jakarta,nets step,2e3,NA,NA,NA
DKI Jakarta,nets step,2001,NA,NA,NA
DKI Jakarta,nets step,2002,NA,NA,NA
DKI Jakarta,nets step,2003,NA,NA,NA
DKI Jakarta,nets step,2004,NA,NA,NA
DKI Jakarta,nets step,2005,NA,NA,NA
DKI Jakarta,nets step,2006,NA,NA,NA
DKI Jakarta,nets step,2007,NA,NA,NA
DKI Jakarta,nets step,2008,NA,NA,NA
DKI Jakarta,nets step,2009,NA,NA,NA
DKI Jakarta,nets step,2010,NA,NA,NA
DKI Jakarta,nets step,2011,NA,NA,NA
DKI Jakarta,nets step,2012,NA,NA,NA
DKI Jakarta,nets step,2013,NA,NA,NA
DKI Jakarta,nets step,2014,NA,NA,NA
DKI Jakarta,nets step,2015,NA,NA,NA
DKI Jakarta,paddy field,2e3,NA,NA,NA
DKI Jakarta,paddy field,2001,NA,NA,NA
DKI Jakarta,paddy field,2002,NA,NA,NA
DKI Jakarta,paddy field,2003,NA,NA,NA
DKI Jakarta,paddy field,2004,NA,NA,NA
DKI Jakarta,paddy field,2005,NA,NA,NA
DKI Jakarta,paddy field,2006,NA,NA,NA
DKI Jakarta,paddy field,2007,NA,NA,NA
DKI Jakarta,paddy field,2008,NA,NA,NA
DKI Jakarta,paddy field,2009,NA,NA,NA
DKI Jakarta,paddy field,2010,NA,NA,NA
DKI Jakarta,paddy field,2011,NA,NA,NA
DKI Jakarta,paddy field,2012,NA,NA,NA
DKI Jakarta,paddy field,2013,NA,NA,NA
DKI Jakarta,paddy field,2014,NA,NA,NA
DKI Jakarta,paddy field,2015,NA,NA,NA
DKI Jakarta,total,2e3,NA,106092,NA
DKI Jakarta,total,2001,NA,108737,NA
DKI Jakarta,total,2002,NA,108269,NA
DKI Jakarta,total,2003,NA,123294,NA
DKI Jakarta,total,2004,NA,3778,NA
DKI Jakarta,total,2005,325,8882,27.32923076923077
DKI Jakarta,total,2006,334,4921,14.733532934131736
DKI Jakarta,total,2007,479,5779,12.064718162839249
DKI Jakarta,total,2008,507,6401,12.62524654832347
DKI Jakarta,total,2009,525,2909,5.540952380952381
DKI Jakarta,total,2010,648,50366,77.7253086419753
DKI Jakarta,total,2011,641,34142,53.26365054602184
DKI Jakarta,total,2012,533,8054,15.110694183864915
DKI Jakarta,total,2013,413,6764,16.37772397094431
DKI Jakarta,total,2014,405,9990,24.666666666666668
DKI Jakarta,total,2015,680,9387,13.804411764705883
Gorontalo,brackish pond,2e3,NA,0,NA
Gorontalo,brackish pond,2001,NA,783,NA
Gorontalo,brackish pond,2002,NA,1180,NA
Gorontalo,brackish pond,2003,NA,716,NA
Gorontalo,brackish pond,2004,NA,1478,NA
Gorontalo,brackish pond,2005,10403,1553,0.14928386042487743
Gorontalo,brackish pond,2006,8272,459,0.05548839458413927
Gorontalo,brackish pond,2007,10373,746,0.07191747806806131
Gorontalo,brackish pond,2008,10384,1804,0.17372881355932204
Gorontalo,brackish pond,2009,11398,2290,0.20091244077908404
Gorontalo,brackish pond,2010,9280,4081,0.4397629310344828
Gorontalo,brackish pond,2011,9299,3212,0.34541348532100224
Gorontalo,brackish pond,2012,12505,3716,0.29716113554578166
Gorontalo,brackish pond,2013,8040,10879,1.3531094527363183
Gorontalo,brackish pond,2014,8586,11344,1.3212205916608433
Gorontalo,brackish pond,2015,8263,9552,1.1559966114002178
Gorontalo,cage,2e3,NA,0,NA
Gorontalo,cage,2001,NA,100,NA
Gorontalo,cage,2002,NA,15,NA
Gorontalo,cage,2003,NA,17,NA
Gorontalo,cage,2004,NA,75,NA
Gorontalo,cage,2005,36,234,6.5
Gorontalo,cage,2006,0,770,Inf
Gorontalo,cage,2007,0,847,Inf
Gorontalo,cage,2008,0,220,Inf
Gorontalo,cage,2009,0,136,Inf
Gorontalo,cage,2010,1,188,188
Gorontalo,cage,2011,1,89,89
Gorontalo,cage,2012,0,68,Inf
Gorontalo,cage,2013,0,54,Inf
Gorontalo,cage,2014,0,30,Inf
Gorontalo,cage,2015,0,20,Inf
Gorontalo,floating cage,2e3,NA,NA,NA
Gorontalo,floating cage,2001,NA,NA,NA
Gorontalo,floating cage,2002,NA,NA,NA
Gorontalo,floating cage,2003,NA,NA,NA
Gorontalo,floating cage,2004,NA,533,NA
Gorontalo,floating cage,2005,NA,583,NA
Gorontalo,floating cage,2006,NA,664,NA
Gorontalo,floating cage,2007,NA,1021,NA
Gorontalo,floating cage,2008,NA,871,NA
Gorontalo,floating cage,2009,NA,1097,NA
Gorontalo,floating cage,2010,NA,3273,NA
Gorontalo,floating cage,2011,NA,6577,NA
Gorontalo,floating cage,2012,0,8189,Inf
Gorontalo,floating cage,2013,1,5928,5928
Gorontalo,floating cage,2014,0,4916,Inf
Gorontalo,floating cage,2015,0,4716,Inf
Gorontalo,freshwater pond,2e3,NA,2854,NA
Gorontalo,freshwater pond,2001,NA,2926,NA
Gorontalo,freshwater pond,2002,NA,851,NA
Gorontalo,freshwater pond,2003,NA,28,NA
Gorontalo,freshwater pond,2004,NA,151,NA
Gorontalo,freshwater pond,2005,1395,113,0.08100358422939068
Gorontalo,freshwater pond,2006,1138,380,0.3339191564147627
Gorontalo,freshwater pond,2007,1428,470,0.3291316526610644
Gorontalo,freshwater pond,2008,1401,400,0.28551034975017847
Gorontalo,freshwater pond,2009,1668,520,0.3117505995203837
Gorontalo,freshwater pond,2010,1693,652,0.38511518015357354
Gorontalo,freshwater pond,2011,2152,1025,0.4763011152416357
Gorontalo,freshwater pond,2012,903,4477,4.9579180509413066
Gorontalo,freshwater pond,2013,2228,5531,2.4824955116696588
Gorontalo,freshwater pond,2014,1899,9492,4.998420221169036
Gorontalo,freshwater pond,2015,2355,4166,1.7690021231422506
Gorontalo,marine culture,2e3,NA,NA,NA
Gorontalo,marine culture,2001,NA,NA,NA
Gorontalo,marine culture,2002,NA,NA,NA
Gorontalo,marine culture,2003,NA,NA,NA
Gorontalo,marine culture,2004,NA,5232,NA
Gorontalo,marine culture,2005,828,5654,6.828502415458937
Gorontalo,marine culture,2006,3470,6122,1.7642651296829972
Gorontalo,marine culture,2007,4012,7117,1.7739282153539382
Gorontalo,marine culture,2008,4260,13576,3.1868544600938966
Gorontalo,marine culture,2009,9946,48283,4.854514377639252
Gorontalo,marine culture,2010,15345,64077,4.175757575757576
Gorontalo,marine culture,2011,18698,89190,4.770028880094127
Gorontalo,marine culture,2012,1559,95482,61.24567030147531
Gorontalo,marine culture,2013,24369,104047,4.269645861545406
Gorontalo,marine culture,2014,24574,24991,1.0169691543908195
Gorontalo,marine culture,2015,31564,53740,1.702572551007477
Gorontalo,nets step,2e3,NA,NA,NA
Gorontalo,nets step,2001,NA,NA,NA
Gorontalo,nets step,2002,NA,NA,NA
Gorontalo,nets step,2003,NA,NA,NA
Gorontalo,nets step,2004,NA,NA,NA
Gorontalo,nets step,2005,NA,NA,NA
Gorontalo,nets step,2006,NA,NA,NA
Gorontalo,nets step,2007,NA,NA,NA
Gorontalo,nets step,2008,NA,NA,NA
Gorontalo,nets step,2009,NA,NA,NA
Gorontalo,nets step,2010,NA,NA,NA
Gorontalo,nets step,2011,NA,NA,NA
Gorontalo,nets step,2012,NA,NA,NA
Gorontalo,nets step,2013,NA,NA,NA
Gorontalo,nets step,2014,1,6615,6615
Gorontalo,nets step,2015,1,4909,4909
Gorontalo,paddy field,2e3,NA,0,NA
Gorontalo,paddy field,2001,NA,49,NA
Gorontalo,paddy field,2002,NA,1,NA
Gorontalo,paddy field,2003,NA,1,NA
Gorontalo,paddy field,2004,NA,NA,NA
Gorontalo,paddy field,2005,5,2,0.4
Gorontalo,paddy field,2006,NA,28,NA
Gorontalo,paddy field,2007,NA,32,NA
Gorontalo,paddy field,2008,NA,9,NA
Gorontalo,paddy field,2009,5,5,1
Gorontalo,paddy field,2010,20,11,0.55
Gorontalo,paddy field,2011,22,11,0.5
Gorontalo,paddy field,2012,14,3,0.21428571428571427
Gorontalo,paddy field,2013,14,7,0.5
Gorontalo,paddy field,2014,40,17,0.425
Gorontalo,paddy field,2015,13,4,0.3076923076923077
Gorontalo,total,2e3,NA,0,NA
Gorontalo,total,2001,NA,24546,NA
Gorontalo,total,2002,NA,34161,NA
Gorontalo,total,2003,NA,34754,NA
Gorontalo,total,2004,NA,7469,NA
Gorontalo,total,2005,12667,8139,0.6425357227441383
Gorontalo,total,2006,12880,8422,0.6538819875776397
Gorontalo,total,2007,15813,10234,0.6471890216910138
Gorontalo,total,2008,16045,16879,1.0519788095980056
Gorontalo,total,2009,23017,52331,2.2735803970977972
Gorontalo,total,2010,26339,NA,NA
Gorontalo,total,2011,30172,100103,3.317744929073313
Gorontalo,total,2012,159166,111934,0.7032532073432768
Gorontalo,total,2013,34652,126446,3.649024587325407
Gorontalo,total,2014,35100,57404,1.6354415954415955
Gorontalo,total,2015,42197,60230,1.4273526554020428
Indonesia,brackish pond,2e3,NA,430017,NA
Indonesia,brackish pond,2001,NA,454710,NA
Indonesia,brackish pond,2002,NA,855122,NA
Indonesia,brackish pond,2003,NA,917322,NA
Indonesia,brackish pond,2004,NA,559612,NA
Indonesia,brackish pond,2005,512524,643975,1.256477745432409
Indonesia,brackish pond,2006,486982,629610,1.2928814617378055
Indonesia,brackish pond,2007,452901,933832,2.061889905299392
Indonesia,brackish pond,2008,613175,959509,1.5648208097199006
Indonesia,brackish pond,2009,682725,907123,1.3286799223699146
Indonesia,brackish pond,2010,682857,1416038,2.073696249727249
Indonesia,brackish pond,2011,749220,1602748,2.1392221243426497
Indonesia,brackish pond,2012,657346,1756799,2.672563611857378
Indonesia,brackish pond,2013,650509,2344671,3.6043636598417548
Indonesia,brackish pond,2014,667083,2428389,3.6403101263261095
Indonesia,brackish pond,2015,715846,2498966,3.490926819455581
Indonesia,cage,2e3,NA,25773,NA
Indonesia,cage,2001,NA,39340,NA
Indonesia,cage,2002,NA,40742,NA
Indonesia,cage,2003,NA,40304,NA
Indonesia,cage,2004,NA,53695,NA
Indonesia,cage,2005,401,67889,169.29925187032418
Indonesia,cage,2006,320,56200,175.625
Indonesia,cage,2007,433,63929,147.6420323325635
Indonesia,cage,2008,207,75769,366.0338164251208
Indonesia,cage,2009,300,101771,339.2366666666667
Indonesia,cage,2010,637,121271,190.37833594976453
Indonesia,cage,2011,561,131383,234.19429590017825
Indonesia,cage,2012,427,178367,417.72131147540983
Indonesia,cage,2013,218,200006,917.4587155963303
Indonesia,cage,2014,396,221304,558.8484848484849
Indonesia,cage,2015,883,193790,219.46772366930918
Indonesia,floating cage,2e3,NA,NA,NA
Indonesia,floating cage,2001,NA,NA,NA
Indonesia,floating cage,2002,NA,NA,NA
Indonesia,floating cage,2003,NA,NA,NA
Indonesia,floating cage,2004,NA,62371,NA
Indonesia,floating cage,2005,966,109421,113.27225672877847
Indonesia,floating cage,2006,921,143251,155.5385450597177
Indonesia,floating cage,2007,1058,190893,180.42816635160682
Indonesia,floating cage,2008,736,263169,357.5665760869565
Indonesia,floating cage,2009,1306,238606,182.6998468606432
Indonesia,floating cage,2010,753,309499,411.02124833997345
Indonesia,floating cage,2011,1294,375430,290.13137557959817
Indonesia,floating cage,2012,NA,455012,NA
Indonesia,floating cage,2013,1345,505248,375.64907063197023
Indonesia,floating cage,2014,1272,500873,393.7680817610063
Indonesia,floating cage,2015,1912,535673,280.1637029288703
Indonesia,freshwater pond,2e3,NA,214393,NA
Indonesia,freshwater pond,2001,NA,222792,NA
Indonesia,freshwater pond,2002,NA,254625,NA
Indonesia,freshwater pond,2003,NA,281262,NA
Indonesia,freshwater pond,2004,NA,286182,NA
Indonesia,freshwater pond,2005,107785,331966,3.0798905228000186
Indonesia,freshwater pond,2006,90330,381945,4.2283294586516105
Indonesia,freshwater pond,2007,105127,410373,3.903592797283286
Indonesia,freshwater pond,2008,241891,479167,1.9809211587037137
Indonesia,freshwater pond,2009,270354,554067,2.049412991855123
Indonesia,freshwater pond,2010,146577,819809,5.593026191012233
Indonesia,freshwater pond,2011,126382,1127127,8.918414014653985
Indonesia,freshwater pond,2012,131776,1433820,10.880737008256435
Indonesia,freshwater pond,2013,176509,1774407,10.052784843832326
Indonesia,freshwater pond,2014,161387,1963509,12.166463221944767
Indonesia,freshwater pond,2015,189196,2043161,10.799176515359733
Indonesia,marine culture,2e3,NA,NA,NA
Indonesia,marine culture,2001,NA,NA,NA
Indonesia,marine culture,2002,NA,NA,NA
Indonesia,marine culture,2003,NA,NA,NA
Indonesia,marine culture,2004,NA,420919,NA
Indonesia,marine culture,2005,62629,890074,14.21185074007249
Indonesia,marine culture,2006,74543,1365918,18.323893591618262
Indonesia,marine culture,2007,84481,1509528,17.868254400397724
Indonesia,marine culture,2008,87790,1966002,22.394372935414058
Indonesia,marine culture,2009,42676,2820083,66.08124004124097
Indonesia,marine culture,2010,117649,3514702,29.874474071177826
Indonesia,marine culture,2011,169292,4605827,27.206406681945985
Indonesia,marine culture,2012,176930,5769737,32.610280902051656
Indonesia,marine culture,2013,325825,8379271,25.71709046267168
Indonesia,marine culture,2014,281477,9034756,32.09767050238563
Indonesia,marine culture,2015,285527,10174022,35.63243406052668
Indonesia,nets step,2e3,NA,NA,NA
Indonesia,nets step,2001,NA,NA,NA
Indonesia,nets step,2002,NA,NA,NA
Indonesia,nets step,2003,NA,NA,NA
Indonesia,nets step,2004,NA,NA,NA
Indonesia,nets step,2005,NA,NA,NA
Indonesia,nets step,2006,NA,NA,NA
Indonesia,nets step,2007,NA,NA,NA
Indonesia,nets step,2008,NA,NA,NA
Indonesia,nets step,2009,NA,NA,NA
Indonesia,nets step,2010,NA,NA,NA
Indonesia,nets step,2011,NA,NA,NA
Indonesia,nets step,2012,NA,NA,NA
Indonesia,nets step,2013,NA,NA,NA
Indonesia,nets step,2014,39,65955,1691.1538461538462
Indonesia,nets step,2015,64,40852,638.3125
Indonesia,paddy field,2e3,NA,93063,NA
Indonesia,paddy field,2001,NA,98190,NA
Indonesia,paddy field,2002,NA,86627,NA
Indonesia,paddy field,2003,NA,93779,NA
Indonesia,paddy field,2004,NA,85831,NA
Indonesia,paddy field,2005,125884,120353,0.9560627244129516
Indonesia,paddy field,2006,119057,105671,0.8875664597629707
Indonesia,paddy field,2007,118322,85009,0.7184547252412907
Indonesia,paddy field,2008,127944,111584,0.8721315575564309
Indonesia,paddy field,2009,127679,86913,0.6807149178799959
Indonesia,paddy field,2010,165688,96605,0.5830536912751678
Indonesia,paddy field,2011,151630,86448,0.5701246455186968
Indonesia,paddy field,2012,156193,81818,0.5238262918312601
Indonesia,paddy field,2013,124057,97303,0.7843410690247226
Indonesia,paddy field,2014,142122,144263,1.0150645220303682
Indonesia,paddy field,2015,128447,147631,1.1493534298193029
Indonesia,total,2e3,NA,4888771,NA
Indonesia,total,2001,NA,5091634,NA
Indonesia,total,2002,NA,5233617,NA
Indonesia,total,2003,NA,5609118,NA
Indonesia,total,2004,NA,1468610,NA
Indonesia,total,2005,810191,2163678,2.6705776785967754
Indonesia,total,2006,772155,2682596,3.474167751293458
Indonesia,total,2007,762320,3193565,4.189270909854129
Indonesia,total,2008,1071743,3855200,3.597131028614136
Indonesia,total,2009,1125041,4708565,4.185238582416107
Indonesia,total,2010,1114161,NA,NA
Indonesia,total,2011,1198379,7928962,6.616405995098379
Indonesia,total,2012,1124043,9675553,8.607813935943732
Indonesia,total,2013,1278464,13300126,10.403207286243493
Indonesia,total,2014,1253773,14359129,11.452734266888823
Indonesia,total,2015,1321874,15634093,11.827218781820354
Jambi,brackish pond,2e3,NA,4696,NA
Jambi,brackish pond,2001,NA,11614,NA
Jambi,brackish pond,2002,NA,35703,NA
Jambi,brackish pond,2003,NA,42504,NA
Jambi,brackish pond,2004,NA,19822,NA
Jambi,brackish pond,2005,23e3,21516,0.9354782608695652
Jambi,brackish pond,2006,22341,27388,1.2259075242827089
Jambi,brackish pond,2007,28903,33194,1.1484620973601356
Jambi,brackish pond,2008,29912,39013,1.304259160203263
Jambi,brackish pond,2009,47185,74049,1.569333474621172
Jambi,brackish pond,2010,33151,65133,1.9647371120026544
Jambi,brackish pond,2011,29836,70730,2.370626089288108
Jambi,brackish pond,2012,320,750,2.34375
Jambi,brackish pond,2013,29838,1838,0.0615993029023393
